bundesland,stadt,bhnummer,station,betriebsstelle,kategorie,strasse,plz,port,traeger,abkuerzung,fern,nah,lon,lat
Rheinland-Pfalz,Mainz,3430,Kronweiler,SKRO,6,Bahnhofstr. 1,55767,Kronweiler,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,0,nein,ja,7.32317,49.70027
Rheinland-Pfalz,Mainz,3545,Langenlonsheim,SLN,6,Naheweinstr. 184,55450,Langenlonsheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,RNN,nein,ja,7.89962,49.90159
Rheinland-Pfalz,Mainz,3570,Laubenheim (Nahe),SLAU,6,Naheweinstr. 184,55452,Laubenheim ,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,0,nein,ja,7.83325,49.90047
Rheinland-Pfalz,Mainz,3898,Mainz Hbf,FMZ,2,Bahnhofplatz 1,55116,Mainz,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,RMV,ja,ja,8.25865,50.00118
Rheinland-Pfalz,Mainz,3899,Mainz Nord,FMN,6,Rheinallee 160,55120,Mainz,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,RMV,nein,ja,8.24961,50.01823
Rheinland-Pfalz,Mainz,3900,Mainz Römisches Theater,FMS,3,Holzhofstr. 1a,55116,Mainz,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,RMV,nein,ja,8.27873,49.99376
Rheinland-Pfalz,Mainz,3902,Mainz-Gonsenheim,FMGO,6,An der Ochsenwiese 12,55124,Mainz,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,RMV,nein,ja,8.21498,49.99792
Rheinland-Pfalz,Mainz,3905,Mainz-Laubenheim,FML,5,Oppenheimer Str.,55130,Mainz,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,RMV,nein,ja,8.31416,49.96774
Rheinland-Pfalz,Mainz,3906,Mainz-Marienborn,FMMB,7,Achardstraße 1,55127,Mainz-Marienborn,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,RMV,nein,ja,8.22138,49.96202
Rheinland-Pfalz,Mainz,3907,Mainz-Mombach,FMM,6,Quellenstr. 20 a,55120,Mainz,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,RMV,nein,ja,8.24772,49.98811
Rheinland-Pfalz,Mainz,3992,Martinstein,SMSO,6,Hauptstr. 81,55627,Martinstein,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,RNN,nein,ja,7.53653,49.80417
Rheinland-Pfalz,Mainz,4082,Mettenheim,FMET,6,Bahnhofstr. 1,67582,Mettenheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.3267,49.73999
Rheinland-Pfalz,Mainz,4168,Monsheim,FMSH,5,Bahnhofstr. 28,67590,Monsheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,0,nein,ja,8.20849,49.6337
Rheinland-Pfalz,Mainz,4170,Monzingen,SMON,6,Am Bahnhof 1,55569,Monzingen,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,RNN,nein,ja,7.6505,49.78302
Rheinland-Pfalz,Mainz,4281,Münster-Sarmsheim,SMSA,6,Nahestr. 1,55424,Münster,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,0,nein,ja,7.89772,49.94823
Rheinland-Pfalz,Mainz,4293,Nackenheim,FNAC,6,Mainzer Straße 71,55299,Nackenheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.33993,49.91847
Rheinland-Pfalz,Mainz,4364,Neubrücke (Nahe),SNBR,4,Saarstr. 19,55768,Hoppstädten-Weiersbach,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,RNN,nein,ja,7.17267,49.60619
Rheinland-Pfalz,Mainz,4474,Nieder Flörsheim-Dalsheim,FNFD,6,Bahnhofstr. 111,67592,Nieder Flörsheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.20606,49.65888
Rheinland-Pfalz,Mainz,4476,Nieder Olm,FNOL,6,Ludwig Eckes Allee 26,55268,Nieder Olm,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,0,nein,ja,8.20139,49.90319
Rheinland-Pfalz,Mainz,4499,Niederheimbach,FNDH,6,Rheinstr. 88,55413,Niederheimbach,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,0,nein,ja,7.80522,50.036
Rheinland-Pfalz,Mainz,4551,Nierstein,FNIR,5,Rheinallee 6,55283,Nierstein,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,0,nein,ja,8.34492,49.8711
Rheinland-Pfalz,Mainz,4563,Nohen,SNON,7,Hauptstr. 1,55767,Nohen,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,0,nein,ja,7.24407,49.63834
Rheinland-Pfalz,Mainz,4584,Norheim,SNOR,6,Niedernhäuserstr. 1,55585,Norheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,RNN,nein,ja,7.81429,49.81094
Rheinland-Pfalz,Mainz,7871,Ockenheim,FOCK,6,Am Bahnhof 1,55437,Ockenheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,RNN,nein,ja,7.96582,49.95003
Rheinland-Pfalz,Mainz,4772,Oppenheim,FOPP,5,Bahnhofstr. 21,55276,Oppenheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.35776,49.85754
Rheinland-Pfalz,Mainz,4808,Osthofen,FOHF,4,Bahnhofstr. 1,67574,Osthofen,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.32601,49.705
Rheinland-Pfalz,Mainz,4918,Pfeddersheim,FPD,6,Pfeffligheimerstr. 1,67551,Worms,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.27963,49.63477
Rheinland-Pfalz,Mainz,5522,Saulheim,FSLH,6,Alte Bahnhofstr.35,55291,Saulheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,0,nein,ja,8.15464,49.87479
Rheinland-Pfalz,Mainz,5932,Sprendlingen (Rheinhess),FSPR,6,Bahnhofstr. 26,55576,Sprendlingen ,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,0,nein,ja,7.97347,49.84233
Rheinland-Pfalz,Mainz,5973,Staudernheim,SSTH,5,Bahnhofstr. 1,55568,Staudernheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,RNN,nein,ja,7.69136,49.77959
Rheinland-Pfalz,Mainz,6249,Trechtingshausen,FTRE,6,Bahnhofstr. 10,55413,Trechtingshausen,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,RNN,nein,ja,7.85231,50.00897
Rheinland-Pfalz,Mainz,6316,Uhlerborn,FUR,6,Budenheimer Weg 89,55262,Heidesheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,0,nein,ja,8.14277,50.01044
Rheinland-Pfalz,Mainz,6463,Waggonfabrik,FWFK,6,Hartmühlenweg 1,55120,Mainz,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,RMV,nein,ja,8.236,50.01504
Rheinland-Pfalz,Mainz,6509,Wallertheim,FWAH,6,Bahnhofstr. 21,55578,Wallertheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,0,nein,ja,8.04925,49.83365
Rheinland-Pfalz,Mainz,6652,Welgesheim-Zotzenheim,FWZ,6,Bahnhofstr. 1,55576,Welgesheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,0,nein,ja,7.96832,49.87377
Rheinland-Pfalz,Mainz,6887,Worms Hbf,FWOR,2,Bahnhofstr. 7/11,67547,Worms,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,ja,ja,8.35695,49.63468
Rheinland-Pfalz,Mainz,6889,Wörrstadt,FWRR,5,Bahnhofstr. 2,55286,Wörrstadt,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,0,nein,ja,8.1149,49.84605
Saarland,Saarbrücken,213,Auersmacher,SAM,5,Kreisstr. 14,66271,Kleinblittersdorf,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.04523,49.14347
Saarland,Saarbrücken,391,Baltersweiler,SBAL,6,Bahnhofstr. 10,66640,Namborn,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.16604,49.49419
Saarland,Saarbrücken,446,Beckingen (Saar),SBE,6,Bahnhofstr. 8,66701,Beckingen (Saar),Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.68798,49.38666
Saarland,Saarbrücken,587,Besch,SBS,6,Bischof-Walo-Str.19,66706,Perl-Besch,Verkehrsverbund-Gesellschaft Saar mbH,0,nein,ja,6.37149,49.50698
Saarland,Saarbrücken,589,Besseringen,SBES,6,Brückenstr. 34,66663,Merzig,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.60216,49.4757
Saarland,Saarbrücken,609,Bexbach,SBX,6,Bahnhofstr. 39,66450,Bexbach,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.25442,49.34619
Saarland,Saarbrücken,627,Bierbach,SBI,7,Parkstr. 3,66440,Blieskastel,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.28171,49.26208
Saarland,Saarbrücken,640,Bildstock,SBDS,6,Bahnhofstr. 14,66299,Friedrichsthal,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.09473,49.33648
Saarland,Saarbrücken,707,Blieskastel-Lautzkirchen,SBKL,6,Florianstr. 67,66440,Blieskastel,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.2579,49.24893
Saarland,Saarbrücken,807,Bous (Saar),SBO,6,Am Bahnhof 2,66359,Bous (Saar),Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.79322,49.27593
Saarland,Saarbrücken,838,Brebach,SBA,5,Saarbrücker Str. 7,66130,Saarbrücken,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.02895,49.21902
Saarland,Saarbrücken,923,Bubach,SBB,6,Calmesweiler Str. 6,66571,Eppelborn,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.94898,49.41092
Saarland,Saarbrücken,926,Bübingen,SBN,5,Bahnhofstr. 8,66129,Saarbrücken,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.03661,49.17932
Saarland,Saarbrücken,8279,Burbach Mitte,SSHI,6,Ecke Gerhardstraße/Marktsteig,66115,Saarbrücken,Verkehrsverbund-Gesellschaft Saar mbH,,nein,nein,6.94436,49.243
Saarland,Saarbrücken,1216,Dillingen (Saar),SDL,3,Berkheimstr. 1,66763,Dillingen (Saar),Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.72675,49.36306
Saarland,Saarbrücken,1226,Dirmingen,SDIR,6,Zur Alten Mühle 15,66571,Eppelborn,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.01259,49.41602
Saarland,Saarbrücken,1373,Dudweiler,SDUW,6,Bahnhofstr. 70,66125,Saarbrücken,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.02718,49.27682
Saarland,Saarbrücken,1522,Einöd (Saar),SEI,7,Am Alten Bahnhof,66424,Homburg-Einöd,Verkehrsverbund-Gesellschaft Saar mbH,0,nein,ja,7.31278,49.27287
Saarland,Saarbrücken,1604,Ensdorf (Saar),SEN,6,An der Bahn 8,66806,Ensdorf (Saar),Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.77608,49.30303
Saarland,Saarbrücken,1612,Eppelborn,SEP,5,Bahnhofstr. 34,66571,Eppelborn,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.96729,49.40833
Saarland,Saarbrücken,1799,Fischbach-Camphausen,SFC,6,Marienburger Str. 11,66287,Quierschied,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.03075,49.30393
Saarland,Saarbrücken,1916,Fremersdorf,SFF,6,Zur Bahnbrücke 36,66663,Merzig,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.64641,49.41012
Saarland,Saarbrücken,7157,Friedrichsthal Mitte,SFIM,6,Bismarkstr. 11,66299,Friedrichsthal (Saar),Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.09475,49.32538
Saarland,Saarbrücken,1956,Friedrichsthal (Saar),SFI,6,Am Bahnhof 3,66299,Friedrichsthal (Saar),Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.08967,49.31999
Saarland,Saarbrücken,7158,Gennweiler,SGN,6,Brunnenstr. 79,66557,Illingen-Gennweiler,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.05041,49.37016
Saarland,Saarbrücken,2407,Güdingen,SGD,5,Im Rosengarten 1,66130,Saarbrücken,Verkehrsverbund-Gesellschaft Saar mbH,0,nein,ja,7.03118,49.19789
Saarland,Saarbrücken,2553,Hanweiler-Bad Rilchingen,SHN,6,Bahnhofstr. 6,66271,Kleinblittersdorf,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.05002,49.11862
Saarland,Saarbrücken,2580,Hassel (Saar),SHSS,6,Eisenbahnstr. 71,66386,St. Ingbert,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.17111,49.26332
Saarland,Saarbrücken,2682,Hemmersdorf (Saar),SHEM,7,Bahnstr. 2,66780,Rehlingen-Siersburg,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.61527,49.35421
Saarland,Saarbrücken,2820,Hofeld,SHFD,6,Furchweiler Str. 14,66640,Namborn,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.16043,49.51214
Saarland,Saarbrücken,2892,Homburg (Saar) Hbf,SHO,3,Bahnhofsplatz 5,66424,Homburg (Saar),Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,ja,ja,7.33771,49.32798
Rheinland-Pfalz,Saarbrücken,2966,Igel,SIG,6,Bahnhofstr. 7,54298,Igel,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,0,nein,ja,6.5507,49.70776
Saarland,Saarbrücken,2974,Illingen (Saar),SILG,6,Eisenbahnstr. 6,66557,Illingen (Saar),Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.04872,49.37782
Saarland,Saarbrücken,3024,Jägersfreude,SJF,6,Zechenweg 5,66123,Saarbrücken,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.00383,49.26546
Rheinland-Pfalz,Saarbrücken,3101,Kanzem,SKAZ,6,Weinstr. 1,54441,Kanzem,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,0,nein,ja,6.57775,49.6705
Rheinland-Pfalz,Saarbrücken,3119,Karthaus,SKU,4,Am Bahnhof Karthaus 2,54329,Konz,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,0,nein,ja,6.59636,49.71055
Saarland,Saarbrücken,3207,Kirkel,SKI,6,Eisenbahnstr. 6,66459,Kirkel,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.22719,49.28577
Saarland,Saarbrücken,3243,Kleinblittersdorf,SKB,6,Brückenstr. 3,66271,Kleinblittersdorf,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.03416,49.15723
Rheinland-Pfalz,Saarbrücken,3367,Konz,SKZ,5,Bahnhofstr. 35,54329,Konz,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,0,nein,ja,6.57278,49.69536
Rheinland-Pfalz,Saarbrücken,1096,Konz Mitte,SKZM,6,Granastr. 56,54329,Konz,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,,nein,ja,6.57335,49.69959
Rheinland-Pfalz,Saarbrücken,3415,Kreuz Konz,SKK,6,Karthäuser Str. 3,54329,Konz,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,0,nein,ja,6.5781,49.70277
Saarland,Saarbrücken,3516,Landsweiler-Reden,SLWR,5,Bahnhofstr. 22,66578,Schiffweiler,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.11867,49.35282
Saarland,Saarbrücken,3606,Lebach,SLCH,6,Am Bahnhof 2,66822,Lebach,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.90964,49.40914
Saarland,Saarbrücken,7964,Lebach-Jabach,SLCJ,6,Jabacher Str. 105,66822,Lebach,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.89239,49.40649
Saarland,Saarbrücken,3717,"Limbach (b Homburg, Saar)",SLB,6,Bahnstr. 3,66459,Kirkel,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.27846,49.31208
Saarland,Saarbrücken,3850,Luisenthal (Saar),SLU,6,Bahnhofstr. 10,66333,Völklingen,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.90429,49.24921
Saarland,Saarbrücken,4063,Merchweiler,SMER,6,Allenfeld Str. 76,66589,Merchweiler,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.06359,49.35445
Saarland,Saarbrücken,4075,Merzig (Saar),SMZG,4,Bahnhofstr. 58,66663,Merzig (Saar),Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.71547,49.35643
Saarland,Saarbrücken,4182,Merzig Stadtmitte,SMZM,6,Am Viehmarkt 1,66663,Merzig,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.63562,49.44294
Saarland,Saarbrücken,4083,Mettlach,SMT,6,Bahnhofstr. 20,66693,Mettlach,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.59766,49.49426
Saarland,Saarbrücken,4297,Namborn,SNAB,6,Allerbachstr. 19,66640,Namborn,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.14573,49.52333
Saarland,Saarbrücken,4338,Nennig,SNE,6,Bübinger Str. 3,66706,Perl-Nennig,Verkehrsverbund-Gesellschaft Saar mbH,0,nein,ja,6.37608,49.53812
Saarland,Saarbrücken,4426,Neunkirchen (Saar) Hbf,SNK,3,Am Bahnhof 1,66538,Neunkirchen (Saar),Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.05837,49.2985
Saarland,Saarbrücken,4427,Neunkirchen (Saar)-Wellesweiler,SNKW,5,Bergstr. 1a,66539,Neunkirchen (Saar),Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.23634,49.35464
Saarland,Saarbrücken,4473,Niedaltdorf,SNID,7,Am Burenweg 4,66780,Rehlingen-Siersburg,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.59335,49.34426
Saarland,Saarbrücken,4508,Niederlinxweiler,SNDL,5,Oberlinxweiler Str. 1,66606,St. Wendel,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.15991,49.43261
Rheinland-Pfalz,Saarbrücken,4559,Nittel,SNI,6,Uferstr. 5,54453,Nittel,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,0,nein,ja,6.44176,49.65409
Saarland,Saarbrücken,7872,Nohfelden,SNO,7,Bahnhofstr. 17,66625,Nohfelden,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.14015,49.58579
Rheinland-Pfalz,Saarbrücken,4624,Oberbillig,SOG,6,Bahnstr. 22,54331,Oberbillig,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,0,nein,ja,6.51045,49.70995
Saarland,Saarbrücken,4664,Oberlinxweiler,SOW,6,Brückenbacher Weg 13,66606,St.Wendel,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.15314,49.4514
Saarland,Saarbrücken,4837,Ottweiler (Saar),SOTW,5,Bahnhofstr. 2,66564,Ottweiler (Saar),Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.16591,49.40251
Rheinland-Pfalz,Saarbrücken,4852,Palzem,SPZ,6,Bahnhofstr. 5,54439,Palzem,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,0,nein,ja,6.37231,49.5652
Saarland,Saarbrücken,4898,Perl,SPE,6,Bahnhofstr. 113,66706,Perl,Verkehrsverbund-Gesellschaft Saar mbH,0,nein,ja,6.3696,49.47302
Saarland,Saarbrücken,5073,Quierschied,SQS,6,Am Bahnhof 4,66287,Quierschied,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.05875,49.32429
Saarland,Saarbrücken,5228,Rentrisch,SRE,6,Untere Kaiserstr. 10,66386,St. Ingbert,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.07851,49.26001
Saarland,Saarbrücken,5319,Rohrbach (Saar),SRO,5,Bahnhofstr. 96,66386,St. Ingbert,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.15627,49.2771
Saarland,Saarbrücken,5451,Saarbrücken Hbf,SSH,2,Am Hauptbahnhof 6-12,66111,Saarbrücken,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,ja,ja,6.98994,49.24093
Saarland,Saarbrücken,5453,Saarbrücken Ost,SSO,5,Am Kieselhumes 1,66123,Saarbrücken,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.02034,49.23012
Saarland,Saarbrücken,5454,Saarbrücken-Burbach,SSB,6,Hochstr. 74,66115,Saarbrücken,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.95643,49.24195
Rheinland-Pfalz,Saarbrücken,5456,Saarburg (Bz Trier),SSAB,4,Bahnhofstr. 9,54439,Saarburg,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,0,nein,ja,6.55717,49.60615
Saarland,Saarbrücken,5457,Saarhölzbach,SSLB,5,Eisenbahnstr. 8,66693,Mettlach,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.60669,49.51596
Saarland,Saarbrücken,5458,Saarlouis Hbf,SSLS,3,Bahnhofsplatz 11,66740,Saarlouis,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.75031,49.32753
Saarland,Saarbrücken,5529,Schafbrücke,SSU,6,Kaiserstr. 77,66121,Saarbrücken,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.04915,49.22731
Saarland,Saarbrücken,5554,Scheidt (Saar),SSD,5,Bahnhofstr. 2,66133,Saarbrücken,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.05886,49.24497
Saarland,Saarbrücken,5569,Schiffweiler,SSWL,6,Hauptstr. 106 (Akazienweg),66578,Schiffweiler,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.12651,49.36526
Rheinland-Pfalz,Saarbrücken,5631,Schoden-Ockfen,SSOF,6,Bahnhofstr. 129,54441,Schoden,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,0,nein,ja,6.58154,49.63624
Rheinland-Pfalz,Saarbrücken,5829,Serrig,SSER,6,Bahnhofstr. 19,54455,Serrig,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,0,nein,ja,6.56962,49.57706
Saarland,Saarbrücken,5847,Siersburg,SSBG,6,Bahnhofstr. 27,66780,Rehlingen Siersburg,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.66632,49.36225
Saarland,Saarbrücken,5942,St. Ingbert,SSI,3,Neue Bahnhofstr. 4,66386,St. Ingbert,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.11097,49.27447
Saarland,Saarbrücken,5948,St. Wendel,SSWD,4,Mommstr. 2,66606,St. Wendel,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.16514,49.46547
Saarland,Saarbrücken,6112,Sulzbach (Saar),SSZ,5,An der Klinik 6a,66280,Sulzbach (Saar),Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.05583,49.29961
Saarland,Saarbrücken,6113,Sulzbach (Saar) Altenwald,SSZA,6,Grubenstr. 39,66280,Sulzbach (Saar),Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.07921,49.31213
Rheinland-Pfalz,Saarbrücken,6132,Taben,STB,6,B 51,54455,Serrig,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,0,nein,ja,6.58632,49.58272
Rheinland-Pfalz,Saarbrücken,6166,Temmels,STS,6,Bahnhofstr. 8,54441,Temmels,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,0,nein,ja,6.46186,49.68846
Saarland,Saarbrücken,6288,Türkismühle,STM,5,Saarbrücker Str. 16a,66625,Nohfelden,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.11444,49.58055
Saarland,Saarbrücken,6445,Völklingen,SVL,3,Rathausstr. 55,66333,Völklingen,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,6.84909,49.24898
Saarland,Saarbrücken,6497,Walhausen (Saar),SWL,6,Brunnenstr. 16,66625,Nohfelden,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.12894,49.55844
Rheinland-Pfalz,Saarbrücken,6562,Wasserliesch,SWAS,6,Marktplatz 9,54332,Wasserliesch,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,0,nein,ja,6.53711,49.709
Rheinland-Pfalz,Saarbrücken,6587,Wehr (Mosel),SWE,7,Zum Moselufer 12,54539,Palzem-Wehr,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,0,nein,ja,6.37643,49.58802
Rheinland-Pfalz,Saarbrücken,6655,Wellen (Mosel),SWN,6,Am Bahnhof 1,54441,Wellen (Mosel),Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,0,nein,ja,6.44117,49.67284
Saarland,Saarbrücken,6666,Wemmetsweiler Rathaus,SWR,7,Rathausstr. 1,66589,Merchweiler,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.08755,49.36968
Saarland,Saarbrücken,6735,Wiebelskirchen,SWK,6,Kepplerstr. 76,66540,Neunkirchen,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.17628,49.37104
Rheinland-Pfalz,Saarbrücken,6788,Wiltingen (Saar),SWIG,6,Bahnhofstr. 88,54459,Wiltingen,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,0,nein,ja,6.59007,49.66293
Rheinland-Pfalz,Saarbrücken,6790,Wincheringen,SWIN,6,Am Bahnhof 3/4,54457,Wincheringen,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord,0,nein,ja,6.40593,49.60751
Saarland,Saarbrücken,6943,Würzbach (Saar),SWB,6,Eisenbahnstr. 4,66440,Blieskastel,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.19337,49.24411
Saarland,Saarbrücken,6962,Wustweiler,SWU,7,Bahnhofstr. 14,66557,Illingen/Saar,Verkehrsverbund-Gesellschaft Saar mbH,SaarVV,nein,ja,7.0351,49.39798
Hessen,Frankfurt a. M.,284,Bad Homburg,FHO,3,Bahnhofsplatz 4,61352,Bad Homburg,Rhein-Main-Verkehrsverbund GmbH,RMV,nein,ja,8.74196,50.18827
