bundesland,stadt,bhnummer,station,betriebsstelle,kategorie,strasse,plz,port,traeger,abkuerzung,fern,nah,lon,lat
Thüringen,Gera,5901,Sonneberg (Thür) Nord,USON,7,Steinacherstr.,96515,Sonneberg (Thür),Nahverkehrsservicegesellschaft Thüringen mbH,0,nein,ja,11.20711,50.36423
Thüringen,Gera,5902,Sonneberg (Thür) Ost,USOO,7,Otto-Bergner-Str.,96515,Sonneberg (Thür),Nahverkehrsservicegesellschaft Thüringen mbH,0,nein,ja,11.19863,50.35305
Thüringen,Gera,5903,Sonneberg (Thür) West,USOW,7,Hintere Eichbergstr. 46,96515,Sonneberg (Thür),Nahverkehrsservicegesellschaft Thüringen mbH,0,nein,ja,11.1589,50.36796
Thüringen,Gera,5960,Stadtroda,USR,6,Am Bahnhof 5,7646,Stadtroda,Nahverkehrsservicegesellschaft Thüringen mbH,0,nein,ja,11.72291,50.86797
Thüringen,Gera,6867,Steinach Süd,USTA,7,Bahnhofstrasse 1,96523,Steinach,Nahverkehrsservicegesellschaft Thüringen mbH,,nein,ja,11.15607,50.43272
Thüringen,Gera,5983,Steinach (Thür),USTN,7,Am Bahnhof 1,96523,Steinach (Thür),Nahverkehrsservicegesellschaft Thüringen mbH,0,nein,ja,11.1587,50.43254
Thüringen,Gera,6269,Triptis,UTR,6,Bahnhofstr.1,7819,Triptis,Nahverkehrsservicegesellschaft Thüringen mbH,0,nein,ja,11.87129,50.73667
Thüringen,Gera,6317,Uhlstädt,UUS,6,Bahnhof 1,7407,Uhlstädt,Nahverkehrsservicegesellschaft Thüringen mbH,0,nein,ja,11.46301,50.74207
Thüringen,Gera,6356,Unterlemnitz,UUTL,7,Bahnhofstr. 7,7356,Bad Lobenstein,Nahverkehrsservicegesellschaft Thüringen mbH,0,nein,ja,11.71027,50.405
Thüringen,Gera,6358,Unterloquitz,UUZ,7,Ortsstr. 37,7330,Probstzella,Nahverkehrsservicegesellschaft Thüringen mbH,0,nein,ja,11.29755,50.5691
Thüringen,Gera,6368,Unterwellenborn,UUW,7,Ernst-Thälmann-Str. 2,7333,Unterwellenborn,Nahverkehrsservicegesellschaft Thüringen mbH,0,nein,ja,11.43516,50.65896
Thüringen,Gera,6402,Veilsdorf,UVF,6,Am Bahnhof 14,96515,Veilsdorf,Nahverkehrsservicegesellschaft Thüringen mbH,0,nein,ja,10.81439,50.41526
Thüringen,Gera,6944,Wurzbach (Thür),UWCH,6,Bahnhofstr. 3,7343,Wurzbach (Thür),Nahverkehrsservicegesellschaft Thüringen mbH,0,nein,ja,11.44874,50.47505
Thüringen,Gera,7011,Zeutsch,UZE,6,Ortsstr. 63,7407,Uhlstädt-Kirchhasel,Nahverkehrsservicegesellschaft Thüringen mbH,0,nein,ja,11.46274,50.76979
Sachsen-Anhalt,Magdeburg,149,Angern-Rogätz,LANG,6,Am Bahnhof 1,39326,Angern,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.75835,52.33894
Sachsen-Anhalt,Magdeburg,647,Bindfelde,LBIF,7,Am Bahnhof 1,39576,Stendal,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.59441,52.53781
Sachsen-Anhalt,Magdeburg,919,Brunau-Packebusch,LBRP,6,Bahnhofstr. 25,39624,Brunau-Packebusch,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.4848,52.75066
Sachsen-Anhalt,Magdeburg,1161,Demker,LDK,6,Am Bahnhof 1,39579,Demker,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.85513,52.51813
Sachsen-Anhalt,Magdeburg,1506,Eichstedt (Altm),LEST,7,Lange Str. 1,39596,Eichstedt (Altm),Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.85457,52.67521
Sachsen-Anhalt,Magdeburg,1808,Fleetmark,LFL,7,Am Bahnhof 7,29416,Fleetmark,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.38139,52.78902
Sachsen-Anhalt,Magdeburg,2011,Gardelegen,LGA,6,Bahnhofstr. 60,39638,Gardelegen,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.4045,52.51876
Sachsen-Anhalt,Magdeburg,2029,Geestgottberg,LGG,7,Schulstr. 4,39615,Geestgottberg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.73672,52.9559
Sachsen-Anhalt,Magdeburg,2170,Goldbeck (Kr Osterburg),LGM,6,Bahnhofstr. 6-7,39596,Goldbeck (Kr Osterburg),Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.858,52.71633
Sachsen-Anhalt,Magdeburg,2526,Hämerten,LHMT,7,Am Bahnhof 1,39596,Stendal,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.00198,52.67546
Sachsen-Anhalt,Magdeburg,2865,Hohenwulsch,LHWU,6,Am Bahnhof 61-62,39606,Hohenwulsch,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.59522,52.66644
Sachsen-Anhalt,Magdeburg,3039,Jävenitz,LJV,6,Bahnhofstr. 9,39638,Jävenitz,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.49305,52.52057
Sachsen-Anhalt,Magdeburg,3215,Kläden (Kr Stendal),LKD,7,Grünewülscher Str.,39579,Kläden (Kr Stendal),Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.85177,52.60414
Sachsen-Anhalt,Magdeburg,3892,Mahlwinkel,LMW,6,Bahnhofstr. 1,39517,Mahlwinkel,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.7861,52.3943
Sachsen-Anhalt,Magdeburg,4077,Meßdorf,LMF,7,Am Bahnhof 1,39624,Meßdorf,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.54687,52.71044
Sachsen-Anhalt,Magdeburg,4104,Mieste,LMST,6,Bahnhofstr. 4,39649,Mieste,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.20466,52.48157
Sachsen-Anhalt,Magdeburg,4105,Miesterhorst,LMT,7,Bahnhofstr. 5,39649,Miesterhorst,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.13939,52.46156
Sachsen-Anhalt,Magdeburg,4111,Miltern,LMI,7,Am Bahnhof 1,39590,Miltern,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.96521,52.54242
Sachsen-Anhalt,Magdeburg,4175,Möringen (Altm),LMGN,7,Am Bahnhof 1,39599,Möringen (Altm),Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.7107,52.62229
Sachsen-Anhalt,Magdeburg,4727,Oebisfelde,LOE,5,Am Bahnhof 7,39646,Oebisfelde,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,10.985,52.43894
Sachsen-Anhalt,Magdeburg,4789,Osterburg,LOB,6,Bahnhofsallee 11,39606,Osterburg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.75994,52.78802
Sachsen-Anhalt,Magdeburg,5030,Pretzier (Altm),LPRZ,7,Am Bahnhof 1,29416,Pretzier (Altm),Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.26725,52.83557
Sachsen-Anhalt,Magdeburg,5487,Salzwedel,LSW,4,Bahnhofstr. 7,29410,Salzwedel,Nahverkehrsservice Sachsen-Anhalt GmbH,0,ja,ja,11.1615,52.85793
Sachsen-Anhalt,Magdeburg,5786,Seehausen (Altm),LSNA,6,Bahnhofstr. 33,39615,Seehausen (Altm),Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,,
Sachsen-Anhalt,Magdeburg,5891,Solpke,LSK,7,Am Bahnhof 1,39649,Solpke,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.20874,52.4841
Sachsen-Anhalt,Magdeburg,5994,Steinfeld (b Stendal),LSFD,7,Bahnhofsraße 33,39599,Steinfeld (b Stendal),Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.71152,52.62191
Sachsen-Anhalt,Magdeburg,6010,Stendal,LS,3,Bahnhofstr. 34,39576,Stendal,Nahverkehrsservice Sachsen-Anhalt GmbH,0,ja,ja,11.85339,52.59497
Sachsen-Anhalt,Magdeburg,6012,Stendal Vorbf,LSV,7,Tangermünder Straße,39576,Stendal,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.87292,52.59611
Sachsen-Anhalt,Magdeburg,6013,Stendal-Stadtsee,LSS,5,Am Bahnhof 1,39576,Stendal,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.59441,52.53781
Sachsen-Anhalt,Magdeburg,6138,Tangerhütte,LTH,6,Bahnhofstr. 13,39517,Tangerhütte,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.8117,52.43621
Sachsen-Anhalt,Magdeburg,6139,Tangermünde,LTM,7,Bahnhofstr. 92,39590,Tangermünde,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.97342,52.54711
Sachsen-Anhalt,Magdeburg,7973,Tangermünde West,LTMW,7,Stendaler Str.,39590,Tangermünde,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.96488,52.54231
Sachsen-Anhalt,Magdeburg,6303,Uchtspringe,LUS,7,Bahnhofstr. 1,39599,Uchtspringe,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.59441,52.53781
Sachsen-Anhalt,Magdeburg,6425,Vinzelberg,LVG,6,Am Bahnhof 43,39599,Käthen,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.59156,52.54304
Sachsen-Anhalt,Halle (Saale),268,Bad Dürrenberg,LDBG,6,Am Bahnhof 2,6231,Bad Dürrenberg,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,12.07129,51.3055
Sachsen-Anhalt,Halle (Saale),294,Bad Kösen,UKO,5,Bahnhofstraße 2,6628,Bad Kösen,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.71856,51.13039
Sachsen-Anhalt,Halle (Saale),384,Balgstädt,UBGS,7,Am Bahnhof 3,6632,Balgstädt,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.76943,51.20749
Sachsen-Anhalt,Halle (Saale),603,Beuna (Geiseltal),LBEN,6,Naumburger Str. 30,6217,Beuna (Geiseltal),Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.99105,51.34982
Sachsen-Anhalt,Halle (Saale),833,Braunsbedra,LBS,6,Am Bahnhof 1,6242,Braunsbedra,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.88482,51.28835
Sachsen-Anhalt,Halle (Saale),834,Braunsbedra Ost,LBSO,7,Pfännerhöhe 1,6242,Braunsbedra,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.90106,51.29039
Sachsen-Anhalt,Halle (Saale),1185,Deuben (b Zeitz),LDB,6,Am Bahnhof 1,6682,Deuben ,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,12.06823,51.11045
Sachsen-Anhalt,Halle (Saale),1880,Frankleben,LFA,6,Bahnhofstr. 12,6242,Braunsbedra,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.89035,51.28663
Sachsen-Anhalt,Halle (Saale),1924,Freyburg (Unstrut),UFB,7,Am Bahnhof 1,6632,Freyburg,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.76987,51.20634
Sachsen-Anhalt,Halle (Saale),2351,Großkorbetha,LGC,4,Am Bahnhof 3,6688,Großkorbetha,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,12.02361,51.26564
Sachsen-Anhalt,Halle (Saale),3117,Karsdorf,UKF,7,Bahnhofstraße 2,6638,Karsdorf,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.65211,51.28413
Sachsen-Anhalt,Halle (Saale),3203,Kirchscheidungen,UKI,7,Bahnhofstraße 26,6636,Kirchscheidungen,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.6394,51.21815
Sachsen-Anhalt,Halle (Saale),3251,Kleinjena,UKJ,7,Dorfstr. 1,6618,Naumburg (Saale),Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.79015,51.18848
Sachsen-Anhalt,Halle (Saale),3389,Kötzschau,LKTU,6,Am Bahnhof 22a,6231,Kötzschau,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,12.12524,51.30469
Sachsen-Anhalt,Halle (Saale),3442,Krumpa,LKRP,6,Am Bahnhof 1,6242,Krumpa,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.88482,51.28835
Sachsen-Anhalt,Halle (Saale),3533,Langendorf,ULF,7,Bahnhofstr. 15,6667,Langendorf,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.90822,51.18388
Sachsen-Anhalt,Halle (Saale),3534,Langeneichstädt,LLGS,7,Bahnhofssiedlung 3,6268,Mücheln (Geiseltal),Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.75524,51.34652
Sachsen-Anhalt,Halle (Saale),3571,Laucha (Unstrut),ULCH,7,Am Bahnhof 3,6636,Laucha ,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.63974,51.2153
Sachsen-Anhalt,Halle (Saale),3651,Leißling,ULL,5,Bahnhofstr. 27,6667,Leißling,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.9086,51.18454
Sachsen-Anhalt,Halle (Saale),3681,Leuna Werke Nord,LLWN,6,,6237,Leuna,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,12.02423,51.32327
Sachsen-Anhalt,Halle (Saale),3682,Leuna Werke Süd,LLWS,6,,6237,Leuna,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,12.02423,51.32327
Sachsen-Anhalt,Halle (Saale),3825,Luckenau,LLUC,6,Am Bahnhof 1,6727,Luckenau,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,12.0774,51.09411
Sachsen-Anhalt,Halle (Saale),4067,Merseburg,LMG,4,Bahnhofsplatz 1,6217,Merseburg,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.99192,51.35668
Sachsen-Anhalt,Halle (Saale),4068,Merseburg Bergmannsring,LMGB,6,Bergmannsring 30,6217,Merseburg,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.98951,51.33819
Sachsen-Anhalt,Halle (Saale),4191,Mücheln (Geiseltal),LMCH,6,Am Bahnhof 1,6249,Mücheln (Geiseltal),Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.80293,51.30952
Sachsen-Anhalt,Halle (Saale),2651,Mücheln (Geiseltal) - Stadt,LMCZ,7,Eptingerrhein 25,6249,Mücheln ,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.81147,51.29826
Sachsen-Anhalt,Halle (Saale),4309,Naumburg (Saale) Hbf,UNM,3,Bahnhofstraße 46,6618,Naumburg ,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,ja,ja,11.79776,51.16242
Sachsen-Anhalt,Halle (Saale),4310,Naumburg (Saale) Ost,UNMO,6,Am Ostbahnhof 1,6618,Naumburg ,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.82355,51.15545
Sachsen-Anhalt,Halle (Saale),4313,Nebra,UNE,6,Am Bahnhof 1,6642,Nebra,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.57011,51.28517
Sachsen-Anhalt,Halle (Saale),4335,Nemsdorf-Göhrendorf,LNDG,7,Bahnhofstr. 2,6268,Nemsdorf-Göhrendorf,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.6642,51.35951
Sachsen-Anhalt,Halle (Saale),5041,Prittitz,UPZ,7,Am Bahnhof 1,6667,Prittitz,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.93535,51.15803
Sachsen-Anhalt,Halle (Saale),5047,Profen,LPR,6,Am Bahnhof 10,6729,Elsteraue,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,12.22398,51.06
Sachsen-Anhalt,Halle (Saale),5071,Querfurt,LQ,6,Döcklitzer Tor 43,6268,Querfurt,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.60526,51.38678
Sachsen-Anhalt,Halle (Saale),8285,Reinsdorf (b Nebra),URDN,7,,6642,Nebra (Unstrut),Nahverkehrsservice Sachsen-Anhalt GmbH,,nein,nein,11.57794,51.28445
Sachsen-Anhalt,Halle (Saale),6178,Teuchern,UTEU,6,Bahnstr. 54,6682,Teuchern,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,12.01633,51.13368
Sachsen-Anhalt,Halle (Saale),6194,Theißen,LT,6,Bahnhofstraße 2,6727,Theißen,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,12.10667,51.09029
Sachsen-Anhalt,Halle (Saale),6633,Weißenfels,UW,3,Bahnhofstr. 2,6667,Weißenfels,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,ja,ja,11.90877,51.18242
Sachsen-Anhalt,Halle (Saale),6634,Weißenfels West,UWWE,6,Erfurter Str. 1,6667,Weißenfels,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,11.94426,51.19563
Sachsen-Anhalt,Halle (Saale),6729,Wetterzeube,LWZE,6,Am Bahnhof 20,6722,Wetterzeube,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,12.02303,51.04389
Sachsen-Anhalt,Halle (Saale),6987,Zeitz,LZ,4,Baenschstr. 4,6712,Zeitz,Nahverkehrsservice Sachsen-Anhalt GmbH,MDV,nein,ja,12.13254,51.0558
Sachsen,Chemnitz,17,Adorf (Vogtl),DAD,6,Bahnhofstr. 5,8626,Adorf,Zweckverband ÖPNV Vogtland,0,nein,ja,12.26142,50.324
Sachsen,Chemnitz,210,Auerbach (Vogtl) Hp,DAUH,7,Reumtengrüner Str. 1,8209,Auerbach ,Zweckverband ÖPNV Vogtland,0,nein,ja,12.39102,50.50897
Sachsen,Chemnitz,211,Auerbach (Vogtl) ob Bf,DAUO,7,Obere Bahnhofstr.54,8209,Auerbach ,Zweckverband ÖPNV Vogtland,0,nein,ja,12.38269,50.51795
Sachsen,Chemnitz,212,Auerbach (Vogtl) unt Bf,DAUU,7,Am unteren Bahnhof 7,8209,Auerbach ,Zweckverband ÖPNV Vogtland,0,nein,ja,12.39213,50.50963
Sachsen,Chemnitz,258,Bad Brambach,DBM,6,Bahnhofstr. 3,8648,Bad Brambach,Zweckverband ÖPNV Vogtland,0,nein,ja,12.31116,50.21782
Sachsen,Chemnitz,269,Bad Elster,DBEL,7,Am Bahnhof 4,8645,Bad Elster,Zweckverband ÖPNV Vogtland,0,nein,ja,12.25618,50.29646
Sachsen,Chemnitz,420,Barthmühle,DBAM,6,Barthmühle 5,8543,Pöhl,Zweckverband ÖPNV Vogtland,0,nein,ja,12.16024,50.55802
Sachsen,Chemnitz,1084,Crimmitschau,DCU,6,Bahnhofstr. 13,8451,Crimmitschau,Zweckverband Verkehrsverbund Mittelsachsen,0,nein,ja,12.39278,50.81461
Sachsen,Chemnitz,1441,Ebersbrunn,DEBR,7,Bahnhofstr. 6,8115,Lichtentanne,Zweckverband Verkehrsverbund Mittelsachsen,0,nein,ja,12.41855,50.69857
Sachsen,Chemnitz,1548,Ellefeld,DLD,7,Bahnhofstr. 37,8236,Ellefeld,Zweckverband ÖPNV Vogtland,0,nein,ja,12.38464,50.48802
Sachsen,Chemnitz,1567,Elsterberg,UELB,6,Bahnhofstr. 39,7985,Elsterberg,Zweckverband ÖPNV Vogtland,0,nein,ja,12.16755,50.61334
Sachsen,Chemnitz,1568,Elsterberg Kunstseidenwerk,UELK,7,Plauener Str. 40,7985,Elsterberg,Zweckverband ÖPNV Vogtland,0,nein,ja,12.24854,50.60834
Sachsen,Chemnitz,1758,Falkenstein (Vogtl),DFA,6,Bahnhofstr. 61,8223,Falkenstein ,Zweckverband ÖPNV Vogtland,0,nein,ja,12.35989,50.47796
Sachsen,Chemnitz,2142,Glauchau (Sachs),DGL,3,Rosa-Luxemburg-Str. 3,8371,Glauchau ,Zweckverband Verkehrsverbund Mittelsachsen,0,nein,ja,12.54882,50.82802
Sachsen,Chemnitz,2143,Glauchau-Schönbörnchen,DGLS,6,Schönbörnchener Weg 186,8371,Glauchau ,Zweckverband Verkehrsverbund Mittelsachsen,0,nein,ja,12.50247,50.8229
Sachsen,Chemnitz,2280,Grobau,DGO,7,Am Bahnhof 23,8538,Burgstein,Zweckverband ÖPNV Vogtland,0,nein,ja,12.07799,50.42684
Sachsen,Chemnitz,2388,Grünbach,DGBA,7,Bahnhofstr. 38c,8223,Grünbach,Zweckverband ÖPNV Vogtland,0,nein,ja,12.36817,50.4427
Sachsen,Chemnitz,2435,Gutenfürst,DGF,7,Bahnhofstr. 5,8538,Burgstein,Zweckverband ÖPNV Vogtland,0,nein,ja,11.9624,50.41864
Sachsen,Chemnitz,2714,Herlasgrün,DHN,6,Bahnhofstr. 5,8543,Pöhl,Zweckverband ÖPNV Vogtland,0,nein,ja,12.1836,50.57669
Sachsen,Chemnitz,2948,Hundsgrün,DHUN,7,Bahnhofstr. 5,8626,Eichigt,Zweckverband ÖPNV Vogtland,0,nein,ja,12.21126,50.36628
Sachsen,Chemnitz,3003,Irfersgrün,DIR,7,Bahnhofstr. 17,8485,Lengenfeld,Zweckverband ÖPNV Vogtland,0,nein,ja,12.36743,50.57011
Sachsen,Chemnitz,3056,Jocketa,DJA,6,Friedensstr. 6,8543,Pöhl,Zweckverband ÖPNV Vogtland,0,nein,ja,12.17145,50.55494
Sachsen,Chemnitz,3063,Jößnitz,DJZ,6,Plaunsche Str. 3,8547,Plauen,Zweckverband ÖPNV Vogtland,0,nein,ja,12.13974,50.53797
Sachsen,Chemnitz,3273,Klingenthal,DKN,7,Bahnhofstr. 1,8248,Klingenthal,Zweckverband ÖPNV Vogtland,0,nein,ja,12.46171,50.35741
Sachsen,Chemnitz,3468,Kürbitz,DKUR,6,Am Bahnhof 2,8538,Weischlitz,Zweckverband ÖPNV Vogtland,0,nein,ja,12.07012,50.46286
Sachsen,Chemnitz,3660,Lengenfeld (Vogtl),DLFD,6,Am Bahnhof 1,8485,Lengenfeld ,Zweckverband ÖPNV Vogtland,0,nein,ja,12.37301,50.57293
Sachsen,Chemnitz,3705,Lichtentanne (Sachs),DLI,6,Bahnhofstr. 1,8115,Lichtentanne ,Zweckverband Verkehrsverbund Mittelsachsen,0,nein,ja,12.41831,50.69905
Sachsen,Chemnitz,3719,Limbach (Vogtl),DLIM,6,Bahnhofstr. 1,8492,Limbach ,Zweckverband ÖPNV Vogtland,0,nein,ja,12.25354,50.58608
Sachsen,Chemnitz,4022,Meerane,DMA,6,Am Bahnhof 5,8393,Meerane,Zweckverband Verkehrsverbund Mittelsachsen,0,nein,ja,12.46166,50.8518
Sachsen,Chemnitz,4025,Mehltheuer,DMEH,6,Am Bahnhof 2-3,8539,Mehltheuer,Zweckverband ÖPNV Vogtland,0,nein,ja,11.96023,50.52847
Sachsen,Chemnitz,4185,Mosel,DML,6,Glauchauer Str. 18,8058,Zwickau,Zweckverband Verkehrsverbund Mittelsachsen,0,nein,ja,12.48119,50.78341
Sachsen,Chemnitz,4528,Muldenberg Floßplatz,DMBH,7,Schönecker Str. 14,8223,Grünbach,Zweckverband ÖPNV Vogtland,,nein,ja,12.33291,50.44655
Sachsen,Chemnitz,4349,Netzschkau,DNZU,6,Bahnhofstr. 28,8491,Netzschkau,Zweckverband ÖPNV Vogtland,0,nein,ja,12.2445,50.61159
Sachsen,Chemnitz,4415,Neumark (Sachs),DNM,6,Am Bahnhofsberg 6,8496,Neumark ,Zweckverband ÖPNV Vogtland,0,nein,ja,12.35348,50.66029
Sachsen,Chemnitz,4686,Oberrothenbach,DOH,7,Messgler Weg 5,8058,Zwickau,Zweckverband Verkehrsverbund Mittelsachsen,0,nein,ja,12.46737,50.75221
Sachsen,Chemnitz,4733,Oelsnitz (Vogtl),DOV,6,Am Bahnhof 3,8606,Oelsnitz ,Zweckverband ÖPNV Vogtland,0,nein,ja,12.1591,50.41348
Sachsen,Chemnitz,4940,Pirk,DPK,7,Hauptstr. 38,8538,Burgstein,Zweckverband ÖPNV Vogtland,0,nein,ja,11.96379,50.42406
Sachsen,Chemnitz,4955,Plauen (Vogtl) ob Bf,DP,3,Rathenauplatz 2,8525,Plauen ,Zweckverband ÖPNV Vogtland,0,nein,ja,12.12985,50.50537
Sachsen,Chemnitz,4956,Plauen (Vogtl) unt Bf,DPU,6,Am unteren Bahnhof 4,8527,Plauen ,Zweckverband ÖPNV Vogtland,0,nein,ja,12.1301,50.48692
Sachsen,Chemnitz,4957,Plauen (Vogtl) West,DPW,6,Am Westbahnhof 2,8523,Plauen ,Zweckverband ÖPNV Vogtland,0,nein,ja,12.11333,50.49381
Sachsen,Chemnitz,4958,Plauen (Vogtl) Zellwolle,DPZ,7,Leuchtsmühlenweg 12,8523,Plauen ,Zweckverband ÖPNV Vogtland,0,nein,ja,12.11143,50.48096
Sachsen,Chemnitz,8113,Plauen (Vogtl)-Straßberg,DSRB,7,Alte Straßberger Str. 80,8527,Plauen ,Zweckverband ÖPNV Vogtland,,nein,ja,12.09351,50.48145
Sachsen,Chemnitz,5146,Raun,DRU,7,Bahnhofsweg 22,8648,Bad Brambach,Zweckverband ÖPNV Vogtland,0,nein,ja,12.29236,50.25885
Sachsen,Chemnitz,5187,Reichenbach (Vogtl) ob Bf,DRC,4,Bahnhofstr. 124,8468,Reichenbach ,Zweckverband ÖPNV Vogtland,0,nein,ja,12.29232,50.62769
Sachsen,Chemnitz,5231,Rentzschmühle,URM,7,Rentzschmühle 14,8543,Pöhl,Zweckverband ÖPNV Vogtland,0,nein,ja,12.1578,50.57489
Sachsen,Chemnitz,5241,Reuth (b Plauen/Vogtl),DRTH,7,Gefeller Str. 9,8538,Reuth,Zweckverband ÖPNV Vogtland,0,nein,ja,11.95524,50.47624
Sachsen,Chemnitz,5309,Rodewisch,DROW,6,Bahnhofstr. 3,8228,Rodewisch,Zweckverband ÖPNV Vogtland,0,nein,ja,12.39108,50.52842
Sachsen,Chemnitz,5437,Ruppertsgrün,DRUG,6,Bahnhofstr. 25,8543,Pöhl,Zweckverband ÖPNV Vogtland,0,nein,ja,12.17375,50.55667
Sachsen,Chemnitz,5640,Schönberg (Vogtl),DSB,6,Kornbacherstr. 1,8539,Mehltheuer,Zweckverband ÖPNV Vogtland,0,nein,ja,11.96428,50.52832
Sachsen,Chemnitz,5651,Schöneck (Vogtl),DSCK,6,Bahnhofstr. 25,8261,Schöneck ,Zweckverband ÖPNV Vogtland,0,nein,ja,12.3426,50.39557
Sachsen,Chemnitz,8017,Schöneck (Vogtl) Ferienpark,DSCF,7,Hohe Reuth 5,8261,Schöneck ,Zweckverband ÖPNV Vogtland,0,nein,ja,12.34471,50.38894
Sachsen,Chemnitz,5745,Schweinsburg-Culten,DSU,6,Werdauer Str. 98,8459,Neukirchen,Zweckverband Verkehrsverbund Mittelsachsen,0,nein,ja,12.37045,50.78768
Sachsen,Chemnitz,5877,Sohl,DSOL,7,Ernst-Thälmann-Str. 15,8645,Bad Elster,Zweckverband ÖPNV Vogtland,0,nein,ja,12.28329,50.27465
