date,value
2012-02-22,3347625
2016-02-05,5344415
2012-02-23,83773
2016-05-26,37605
2010-03-29,30136
2013-03-12,25851
2013-09-06,8437450
2011-03-12,200478
2010-05-31,31025
2010-05-17,651243
2017-03-15,16054986
2016-06-24,80903
2015-08-21,182932
2011-10-03,7228821
2012-04-17,70648
2012-06-19,61933
2012-02-17,1618990
2012-07-11,67105
2012-08-26,4222127
2011-03-11,57459
2014-03-15,2050116
2015-05-24,1082434
2016-11-14,781011
2013-10-11,845263
2013-08-27,1242222
2013-02-20,191571
2014-05-28,4467635
2015-06-26,808182
2013-12-01,195929
2011-07-23,63439
2017-02-04,199868
2010-07-11,181568
2015-11-13,553963
2015-01-12,32329
2015-04-12,188523
2016-05-26,25050
2012-05-17,629082
2016-01-18,563848
2012-02-05,64831
2016-04-29,444048
2012-12-05,486057
2013-04-11,90049
2014-10-10,51078
2016-08-25,187194
2012-05-16,28431
2010-04-19,792910
2010-07-25,534001
2011-12-13,34813
2014-04-13,602622
2011-12-16,53160
2012-02-26,71139
2015-02-20,161592
2016-07-24,523170
2015-01-02,46657
2013-02-21,214211
2015-04-30,428043
2014-01-08,38654
2012-02-27,61356
